ลำดับ,วันที่,เวลาเริ่ม,เวลาสิ้นสุด,ระยะเวลาดับ_นาที,สถานที่,รหัสอุปกรณ์,จำนวนผชฟ_กระทบ,สภาพอากาศ,สาเหตุ,ช่องทางการแจ้ง,เวลารับแจ้ง,เวลาออกปฏิบัติงาน,เวลาเสร็จงาน,เวลาแก้ไข_นาที,ผู้ปฏิบัติงาน,ยานพาหนะ,อุปกรณ์_รายการ,อุปกรณ์_จำนวน,หมายเหตุ,date_iso
2976,10 มิ.ย. 2569,16:36,18:28,112,กฟส.ศรีสงคราม (XS),BFA09VF-212,1875,ฝนตก ฟ้าคะนอง,สัตว์-นก/ค้างคาว,ศจฟ,16:36,16:37,18:31,114,1. วุฒิชัย เหมเมือง  | 2. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 40 A.EEI-NEMA TYPE K,2,,2026-06-10
2977,10 มิ.ย. 2569,16:38,18:58,140,กฟส.ท่าอุเทน (XS),SSK02VF-231,2473,ฝนตก ฟ้าคะนอง,สัตว์-นก/ค้างคาว,ศจฟ,16:38,17:01,18:29,88,1. อภิรักษ์ สาตะรักษ์,รถ : -,FUSE HOLDER 22 KV. 100 A. 12 KA.,1,,2026-06-10
2978,10 มิ.ย. 2569,16:40,19:00,140,กฟส.ท่าอุเทน (XS),SSK02VF-228,225,ฝนตก ฟ้าคะนอง,สัตว์-นก/ค้างคาว,ศจฟ,16:40,17:01,19:00,119,1. อภิรักษ์ สาตะรักษ์,รถ : -,FUSE HOLDER 22 KV. 100 A. 12 KA.,1,,2026-06-10
2979,10 มิ.ย. 2569,16:45,19:03,138,กฟส.ท่าอุเทน (XS),NNA01VF-224,13027,ฝนตก ฟ้าคะนอง,สัตว์-นก/ค้างคาว,ศจฟ,16:45,17:01,19:03,122,1. อภิรักษ์ สาตะรักษ์,รถ : -,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,3,,2026-06-10
2980,10 มิ.ย. 2569,16:50,19:04,134,กฟส.ท่าอุเทน (XS),NNA01VF-230,13027,ฝนตก ฟ้าคะนอง,สัตว์-นก/ค้างคาว,ศจฟ,16:50,17:01,19:05,124,1. อภิรักษ์ สาตะรักษ์,รถ : -,FUSE LINK 22 KV. 30 A.EEI-NEMA TYPE K,5,,2026-06-10
2981,10 มิ.ย. 2569,18:10,18:20,10,กฟส.ธาตุพนม (S),THA07VF-010,416,ฝนตก,สัตว์-นก/ค้างคาว,ศจฟ,18:10,17:40,18:40,60,1. ปริเยศ หาญพงศ์ศรี,รถ : กระเช้าธาตุพนม,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-06-10
2982,10 มิ.ย. 2569,19:00,19:50,49,กฟส.ธาตุพนม (S),42-009298,63,ฝนตก,สัตว์-นก/ค้างคาว,ศจฟ,19:00,19:02,20:22,80,1. ปริเยศ หาญพงศ์ศรี,รถ : กระเช้าธาตุพนม,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,2,,2026-06-10
2983,10 มิ.ย. 2569,20:20,20:32,12,กฟส.โพนสวรรค์ (XS),65-016403,3,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,20:20,17:30,19:00,90,1. วรัญญู สังรวมใจ,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,2,,2026-06-10
2984,10 มิ.ย. 2569,21:40,22:37,56,กฟจ.นครพนม (L),NNB02VF-015,15,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,21:40,19:00,20:05,65,1. สันติ อินทิสาร  | 2. สุรวุฒิ สุขแสงดาว,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,2,,2026-06-10
2985,10 มิ.ย. 2569,21:45,22:40,54,กฟจ.นครพนม (L),NNB02VF-030,864,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,21:45,20:15,21:20,65,1. สันติ อินทิสาร  | 2. สุรวุฒิ สุขแสงดาว,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,1,,2026-06-10
2986,10 มิ.ย. 2569,22:00,22:21,20,กฟส.นาแก (S),SOA08VF-503-1,15128,ฝนตก,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,22:00,21:00,22:05,65,1. วรพันธุ์ ตันสมรส,รถ : นก-03,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-06-10
2987,11 มิ.ย. 2569,,11:00,0,กฟส.บ้านแพง (S),52-003576,337,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:30,10:05,10:45,40,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,"CABLE,AL,750 V,50 SQ.MM. TIS.293",5,,2026-06-11
2988,11 มิ.ย. 2569,,12:00,0,กฟส.บ้านแพง (S),SSK08F-58,189,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:30,11:10,11:55,45,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-06-11
2989,11 มิ.ย. 2569,,12:30,0,กฟส.บ้านแพง (S),52-007548,55,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:30,11:30,12:10,40,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,"DROPOUT,FUSE,22 KV.100 A.12 KA",1,,2026-06-11
2990,11 มิ.ย. 2569,06:25,07:49,84,กฟส.โพนสวรรค์ (XS),67-031884,341,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,06:25,05:36,08:22,166,1. วรัญญู สังรวมใจ,รถ : โพนสวรรค์-03,"H.R.C. FUSE, BLADE CONTACT, 100 A",2,,2026-06-11
2991,11 มิ.ย. 2569,06:37,07:00,22,กฟจ.นครพนม (L),NNA01VF-059,103,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,06:37,06:41,07:10,29,1. จันทะคาด บัวเคน  | 2. ชัยยา มาตขาว  | 3. นลธวัช ศรีหาเศษ,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-06-11
2992,11 มิ.ย. 2569,06:45,08:00,75,กฟจ.นครพนม (L),NNA02F-12.1,262,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,06:45,07:20,08:30,70,1. จันทะคาด บัวเคน  | 2. ชัยยา มาตขาว  | 3. นลธวัช ศรีหาเศษ,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,3,,2026-06-11
2993,11 มิ.ย. 2569,07:18,09:00,102,กฟจ.นครพนม (L),53-002437,105,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,07:18,08:00,09:30,90,1. จันทะคาด บัวเคน  | 2. ชัยยา มาตขาว  | 3. นลธวัช ศรีหาเศษ,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-06-11
2994,11 มิ.ย. 2569,07:20,07:45,24,กฟส.นาแก (S),THA04VF-225-1,167,ฝนตก,สภาพสิ่งแวดล้อม-ความชื้น,ศจฟ,07:20,07:24,07:47,23,1. อนาวิน อาจหาญ,รถ : นก-03,,,,2026-06-11
2995,11 มิ.ย. 2569,07:23,08:00,36,กฟส.ศรีสงคราม (XS),64-013527,29,ฝนตก,สัตว์-งู,ศจฟ,07:23,07:23,08:30,67,1. วุฒิชัย เหมเมือง,รถ : ศรีสงคราม 02,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,2,,2026-06-11
2996,11 มิ.ย. 2569,09:00,09:54,54,กฟจ.นครพนม (L),NNA06F-06,1643,ฝนตก,สัตว์-งู,ศจฟ,09:00,09:49,09:56,7,1. เกริกฤทธิ์ จันทรโพธิ์ศรี,รถ : 81-1269 นพ (นพ 03),FUSE LINK 22 KV. 40 A.EEI-NEMA TYPE K,1,,2026-06-11
2997,11 มิ.ย. 2569,09:20,10:10,49,กฟส.นาหว้า (XS),SSK04VF-157,84,ฝนตก,สัตว์-งู,ศจฟ,09:20,09:52,10:12,20,1. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,"EPR, HIGH-VOLTAGE INSULATING TAPE",2,,2026-06-11
2998,11 มิ.ย. 2569,09:30,10:30,0,กฟส.บ้านแพง (S),55-005240,31,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:30,09:10,09:45,35,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,"DROPOUT,FUSE,22 KV.100 A.12 KA",1,,2026-06-11
2999,11 มิ.ย. 2569,09:35,10:27,51,กฟส.ปลาปาก (XS),NNA07F-48/2,167,อากาศปกติ,ต้นไม้-ต้นไม้ล้มทับสาย,ศจฟ,09:35,10:00,10:37,37,1. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-06-11
3000,11 มิ.ย. 2569,09:35,11:17,102,กฟส.บ้านแพง (S),BFA01VF-111,24,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:35,08:30,09:55,85,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,"DROPOUT,FUSE,22 KV.100 A.12 KA",1,,2026-06-11
3001,11 มิ.ย. 2569,09:50,11:06,76,กฟส.นาทม (XS),SEK03F-89,3211,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:50,10:01,11:08,67,1. นราธร อินทรายุทธ,รถ : นาทม 02,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-06-11
3002,11 มิ.ย. 2569,11:24,16:11,287,กฟส.ศรีสงคราม (XS),59-018605,292,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,11:24,11:32,14:00,148,1. วุฒิชัย เหมเมือง  | 2. ศิลารักษ์ วิภา,รถ : ศรีสงคราม 01,"H.R.C. FUSE, BLADE CONTACT, 160 A",2,,2026-06-11
3003,11 มิ.ย. 2569,11:33,12:00,27,กฟส.ปลาปาก (XS),61-009811,167,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,11:33,11:35,12:02,27,1. นครินทร์ จำปาทิ  | 2. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K,3,,2026-06-11
3004,11 มิ.ย. 2569,11:34,12:38,64,กฟส.นาหว้า (XS),45-009793,28,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,11:33,11:33,12:40,67,1. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,"CABLE LUG,NEMA 2-HOLE,AL 50 SQ.MM.",2,,2026-06-11
3005,11 มิ.ย. 2569,11:35,11:56,20,กฟส.ปลาปาก (XS),63-002353,105,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,11:35,11:36,11:59,23,1. นครินทร์ จำปาทิ  | 2. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,"H.R.C. FUSE, BLADE CONTACT, 100 A",1,,2026-06-11
3006,11 มิ.ย. 2569,11:39,11:43,4,กฟส.บ้านแพง (S),56-015093,57,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,11:39,11:15,11:44,29,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,"CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.",2,,2026-06-11
3007,11 มิ.ย. 2569,12:00,14:40,160,กฟจ.นครพนม (L),NNB02VF-015,15,อากาศปกติ,สัตว์-งู,ศจฟ,12:00,13:40,15:20,100,1. ชายชาญ อรรคศรีวร  | 2. ปรีชา เพ็งคำ  | 3. ภานุวัฒน์ สิงห์ทองไชย  | 4. ศักดิ์อนันต์ แสนเมือง,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,3,,2026-06-11
3008,11 มิ.ย. 2569,12:40,13:07,27,กฟส.นาหว้า (XS),SSK06F-18,701,อากาศปกติ,สัตว์-งู,ศจฟ,12:40,12:57,13:10,13,1. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,"COND.,ACSR 50/8 SQ.MM.TIS.86",4,,2026-06-11
3009,11 มิ.ย. 2569,13:00,13:08,8,กฟส.ปลาปาก (XS),29-011052,262,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,13:00,13:05,13:12,7,1. นครินทร์ จำปาทิ  | 2. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,"H.R.C. FUSE, BLADE CONTACT, 160 A",1,,2026-06-11
3010,11 มิ.ย. 2569,13:05,13:11,6,กฟส.บ้านแพง (S),52-009972,59,ฝนตก,อุปกรณ์-ชำรุด,ศจฟ,13:05,12:10,12:55,45,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,H.R.C. FUSE 200 A. DIN ORBS,2,,2026-06-11
3011,11 มิ.ย. 2569,13:10,15:57,167,กฟส.ท่าอุเทน (XS),63-005652,297,ฝนตก ลมแรง,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,13:10,13:11,16:00,169,1. ปรินทร์ บุญเทียม  | 2. อนุสรณ์ ทองประสม,รถ : รถแก้ไฟท่าอุเทน,"CABLE,AL,750 V,50 SQ.MM. TIS.293",3,,2026-06-11
3012,11 มิ.ย. 2569,14:00,15:44,104,กฟส.ธาตุพนม (S),29-000097,0,อากาศปกติ,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,14:00,15:12,15:54,42,1. นรากร แสนโสม,รถ : กระเช้าธาตุพนม,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,1,,2026-06-11
3013,11 มิ.ย. 2569,15:13,15:58,45,กฟส.นาหว้า (XS),SSK04VF-128,46,อากาศปกติ,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,15:13,15:14,16:00,46,1. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,"CABLE,AL,750 V,50 SQ.MM. TIS.293",5,,2026-06-11
3014,11 มิ.ย. 2569,15:14,14:00,0,กฟส.ศรีสงคราม (XS),29-016898,448,อากาศปกติ,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,15:14,13:00,14:00,60,1. วุฒิชัย เหมเมือง  | 2. ศิลารักษ์ วิภา,รถ : ศรีสงคราม 01,"H.R.C. FUSE, BLADE CONTACT, 100 A",1,,2026-06-11
3015,11 มิ.ย. 2569,15:50,15:54,4,กฟส.บ้านแพง (S),58-011886,157,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,15:50,15:05,15:55,50,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,"CABLE,AL,750 V,50 SQ.MM. TIS.293",10,,2026-06-11
3016,11 มิ.ย. 2569,15:57,17:11,73,กฟส.ท่าอุเทน (XS),SSK02VF-236,2,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,15:57,15:59,17:14,75,1. ปรินทร์ บุญเทียม  | 2. อนุสรณ์ ทองประสม,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,1,,2026-06-11
3017,11 มิ.ย. 2569,16:00,17:09,69,กฟส.ท่าอุเทน (XS),SSK02VF-240,737,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,16:00,16:01,17:11,70,1. ปรินทร์ บุญเทียม  | 2. อนุสรณ์ ทองประสม,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-06-11
3018,11 มิ.ย. 2569,16:01,17:06,64,กฟส.ท่าอุเทน (XS),BFA09VF-206,146,ฝนตก ลมแรง,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,16:01,16:02,17:08,66,1. อนุสรณ์ ทองประสม,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-06-11
3019,11 มิ.ย. 2569,17:01,17:29,27,กฟส.ศรีสงคราม (XS),SSK02VF-012,23,ฝนตก,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,17:01,17:05,17:55,50,1. ปัญจพงษ์ เศรษฐาไชย,รถ : ศรีสงคราม 02,FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K,2,,2026-06-11
3020,11 มิ.ย. 2569,17:13,20:14,181,กฟส.ท่าอุเทน (XS),SSK02VF-217,1,ฝนตก ลมแรง,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,17:13,17:15,20:14,179,1. ปรินทร์ บุญเทียม  | 2. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,3,,2026-06-11
3021,11 มิ.ย. 2569,17:45,18:40,54,กฟส.นาทม (XS),SSK08F-89,382,ฝนตก ลมแรง,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,17:45,17:46,18:55,69,1. วราวุธ นาขมิ้น,รถ : นาทม 02,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,3,,2026-06-11
3022,11 มิ.ย. 2569,18:52,19:40,47,กฟส.นาแก (S),THA03VF-203-2,76,อากาศปกติ,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,18:52,18:54,19:43,49,1. วรพันธุ์ ตันสมรส,รถ : นก-03,FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K,2,,2026-06-11
3023,11 มิ.ย. 2569,18:55,19:50,54,กฟส.นาแก (S),THA03VF-204-1,26,อากาศปกติ,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,18:55,18:56,19:52,56,1. วรพันธุ์ ตันสมรส,รถ : นก-03,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-06-11
3024,11 มิ.ย. 2569,18:56,19:53,56,กฟส.นาแก (S),THA04VF-204-4,259,อากาศปกติ,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,18:56,18:59,19:56,57,1. วรพันธุ์ ตันสมรส,รถ : นก-03,"DROPOUT,FUSE,22 KV.100 A.12 KA",1,,2026-06-11
3025,11 มิ.ย. 2569,19:14,19:58,44,กฟส.ศรีสงคราม (XS),SSK08VF-056,51,ฝนตก,ต้นไม้-ต้นไม้ล้มทับสาย,ศจฟ,19:14,19:14,20:22,68,1. ปัญจพงษ์ เศรษฐาไชย,รถ : ศรีสงคราม 02,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-06-11
3026,11 มิ.ย. 2569,20:04,20:25,20,กฟส.ท่าอุเทน (XS),SSK02VF-252,55,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,20:04,18:00,18:25,25,1. ปรินทร์ บุญเทียม,รถ : -,"CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.",3,,2026-06-11
3027,11 มิ.ย. 2569,20:05,09:25,800,กฟส.ท่าอุเทน (XS),SSK02VF-241,225,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,20:05,01:00,02:50,110,1. ปรินทร์ บุญเทียม,รถ : -,FUSE HOLDER 22 KV. 100 A. 12 KA.,3,,2026-06-11
3028,11 มิ.ย. 2569,20:05,09:33,808,กฟส.ท่าอุเทน (XS),BFA09VF-228,41,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,20:05,08:30,08:45,15,1. ปรินทร์ บุญเทียม,รถ : -,"CABLE,AL,750 V,50 SQ.MM. TIS.293",10,,2026-06-11
3029,11 มิ.ย. 2569,20:06,09:30,804,กฟส.ท่าอุเทน (XS),SSK02VF-208,560,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,20:06,03:30,05:00,90,1. ปรินทร์ บุญเทียม,รถ : -,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-06-11
3030,11 มิ.ย. 2569,20:07,20:29,22,กฟส.ท่าอุเทน (XS),BFA09VF-205,55,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,20:06,19:00,19:15,15,1. ปรินทร์ บุญเทียม,รถ : -,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-06-11
3031,11 มิ.ย. 2569,20:07,09:26,799,กฟส.ท่าอุเทน (XS),BFA09VF-212,1875,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,20:07,06:00,07:30,90,1. ปรินทร์ บุญเทียม,รถ : -,FUSE HOLDER 22 KV. 100 A. 12 KA.,1,,2026-06-11
3032,11 มิ.ย. 2569,20:12,20:51,38,กฟส.นาแก (S),THA03VF-202,713,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,20:12,20:13,20:53,40,1. วรพันธุ์ ตันสมรส,รถ : นก-03,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,3,,2026-06-11
3033,11 มิ.ย. 2569,20:14,20:54,40,กฟส.นาแก (S),THA03VF-202-2,120,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,20:14,20:15,20:56,41,1. วรพันธุ์ ตันสมรส,รถ : นก-03,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,2,,2026-06-11
3034,11 มิ.ย. 2569,21:35,22:16,40,กฟส.ปลาปาก (XS),NNA07F-37,383,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,21:35,21:41,22:20,39,1. บิณฑ์ นารินทร์รักษ์,รถ : รถแก้ไฟปลาปาก 01,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,1,,2026-06-11
3035,11 มิ.ย. 2569,21:56,18:30,0,กฟจ.นครพนม (L),38-002870,169,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,21:56,17:30,19:20,110,1. ถวิล เมษาคุณ  | 2. ศักดิ์อนันต์ แสนเมือง  | 3. หฤษฎ์ ถูระวัน,รถ : 3ฒภ 2576 กทม (นพ 01),"H.R.C. FUSE, BLADE CONTACT, 100 A",2,,2026-06-11
3036,11 มิ.ย. 2569,22:10,22:40,29,กฟจ.นครพนม (L),NNA04F-16,5720,อากาศปกติ,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,22:10,21:50,23:20,90,1. ถวิล เมษาคุณ  | 2. ศักดิ์อนันต์ แสนเมือง  | 3. หฤษฎ์ ถูระวัน,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-06-11
3037,12 มิ.ย. 2569,00:47,01:15,27,กฟส.ปลาปาก (XS),NNA07F-36/1,1003,ฝนตก ลมแรง,ต้นไม้-ต้นไม้เลื้อย/โตมาแตะสาย,ศจฟ,00:47,00:25,01:35,70,1. บิณฑ์ นารินทร์รักษ์,รถ : รถแก้ไฟปลาปาก 01,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-06-12
3038,12 มิ.ย. 2569,05:54,07:10,76,กฟส.โพนสวรรค์ (XS),NNA01F-41,757,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,05:54,05:30,07:05,95,1. ทรงกลด มาศศรี,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 30 A.EEI-NEMA TYPE K,2,,2026-06-12
3039,12 มิ.ย. 2569,06:26,07:02,36,กฟส.ศรีสงคราม (XS),SSK02VF-036,28,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,06:26,06:27,07:27,60,1. ปัญจพงษ์ เศรษฐาไชย,รถ : ศรีสงคราม 02,FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K,2,,2026-06-12
3040,12 มิ.ย. 2569,06:32,06:31,0,กฟส.ท่าอุเทน (XS),SSK02VF-201,626,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,06:32,03:04,05:55,171,1. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 30 A.EEI-NEMA TYPE K,3,,2026-06-12
3041,12 มิ.ย. 2569,06:32,09:34,182,กฟส.ท่าอุเทน (XS),NNA01VF-230,467,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,06:32,06:03,08:52,169,1. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 30 A.EEI-NEMA TYPE K,2,,2026-06-12
3042,12 มิ.ย. 2569,06:33,03:26,0,กฟส.ท่าอุเทน (XS),BFA09VF-205,55,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,06:33,00:14,02:29,135,1. อภิรักษ์ สาตะรักษ์,รถ : รถแก้ไฟท่าอุเทน,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-06-12
3043,12 มิ.ย. 2569,06:39,06:46,7,กฟส.นาแก (S),THA04VF-221-4,2,อากาศชื้น / หมอก,อุปกรณ์-ชำรุด,ศจฟ,06:39,06:40,07:41,61,1. ธีระวัฒน์ สิงนวน  | 2. วรพันธุ์ ตันสมรส,รถ : นก-03,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,1,,2026-06-12
3044,12 มิ.ย. 2569,07:27,08:30,63,กฟส.โพนสวรรค์ (XS),35-010325,178,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,07:27,07:28,08:25,58,1. ทรงกลด มาศศรี,รถ : โพนสวรรค์-03,"H.R.C. FUSE, BLADE CONTACT, 100 A",2,,2026-06-12
3045,12 มิ.ย. 2569,08:30,09:12,42,กฟส.นาหว้า (XS),37-007470,244,ฝนตก,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,08:30,08:41,09:14,33,1. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,"CABLE,AL,750 V,50 SQ.MM. TIS.293",10,,2026-06-12
3046,12 มิ.ย. 2569,09:20,09:59,38,กฟส.ธาตุพนม (S),THA02VF-012,206,อากาศปกติ,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:20,09:30,10:01,31,1. ณวุฒิ กลางประพันธ์  | 2. นรากร แสนโสม,รถ : กระเช้าธาตุพนม,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,3,,2026-06-12
